"ID","Term Name","parent","parentTerm","Category","Count","GeneRatio","Bnb","DMenv","DMevo","DMmut"
"GO:1901565","organonitrogen compound catabolic process","GO:1901565","organonitrogen compound catabolic process","BP",139,"139/2622","b0030,b0036,b0038,b0042,b0109,b0110,b0116,b0159,b0160,b0186,b0237,b0323,b0337,b0376,b0382,b0437,b0438,b0439,b0505,b0512,b0521,b0651,b0674,b0675,b0677,b0678,b0727,b0766,b0867,b0870,b0881,b0885,b0889,b0903,b0909,b0932,b0955,b1008,b1103,b1189,b1190,b1192,b1204,b1218,b1253,b1325,b1326,b1524,b1539,b1584,b1733,b1744,b1747,b1814,b1830,b2143,b2146,b2147,b2301,b2421,b2435,b2438,b2439,b2440,b2451,b2452,b2454,b2460,b2461,b2468,b2494,b2523,b2551,b2558,b2579,b2659,b2660,b2661,b2662,b2663,b2701,b2744,b2781,b2788,b2797,b2817,b2866,b2867,b2868,b2869,b2871,b2873,b2874,b2883,b2887,b2900,b2903,b2904,b2905,b2936,b2957,b2963,b3008,b3073,b4470,b4471,b3113,b3114,b3115,b3117,b3178,b3222,b3223,b3225,b3228,b3234,b3237,b3447,b3592,b3616,b3617,b3639,b3640,b3665,b3708,b3779,b3831,b3847,b3887,b3931,b3932,b3996,b4117,b4131,b4169,b4243,b4260,b4384,b4392",0.174515131823612,0.0861466196407224,0.155747378270076
"GO:0051649","establishment of localization in cell","GO:0051649","establishment of localization in cell","BP",32,"32/2622","b0151,b0152,b0153,b0408,b0409,b0584,b0585,b0588,b0589,b0592,b0627,b0805,b1019,b1833,b1887,b1888,b1950,b2064,b2610,b3006,b3070,b3175,b3300,b3410,b3464,b3524,b3609,b3836,b3838,b3839,b3981,b4367",0.410320897119058,0.199704106049379,0.249465960451879
"GO:0006518","peptide metabolic process","GO:0006518","peptide metabolic process","BP",154,"154/2622","b0023,b0026,b0097,b0118,b0144,b0169,b0170,b0172,b0191,b0194,b0237,b0481,b0526,b0528,b0583,b4511,b0586,b0593,b0594,b0595,b0596,b0597,b0605,b0637,b0659,b0683,b0838,b0852,b0893,b0911,b0912,b0930,b0932,b0953,b1064,b1089,b1192,b1204,b1212,b1218,b1237,b1282,b1326,b1635,b1712,b1716,b1717,b1718,b1719,b1766,b1787,b2171,b2184,b2185,b2301,b2302,b2316,b2400,b2514,b2523,b2568,b2569,b2597,b2606,b2609,b2619,b2620,b2688,b2696,b2697,b2827,b2947,b2972,b2988,b2989,b3065,b3102,b3162,b3165,b3168,b3170,b3185,b3186,b3203,b3229,b3230,b3231,b3287,b3288,b4550,b3294,b3296,b3297,b3298,b3299,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3311,b3312,b3313,b3314,b3315,b3316,b3317,b3318,b3319,b3320,b3321,b3340,b3341,b3342,b3384,b3407,b3447,b3486,b3498,b3500,b3559,b3560,b3590,b3591,b3592,b3636,b3637,b3687,b3703,b3842,b3847,b3848,b3936,b3983,b3984,b3985,b3986,b4147,b4155,b4171,b4172,b4173,b4200,b4202,b4203,b4258,b4260,b4375,b4391",0.0432829907707555,0.0235415865393207,0.0275609021590549
"GO:0051171","regulation of nitrogen compound metabolic process","GO:0051171","regulation of nitrogen compound metabolic process","BP",284,"284/2622","b0014,b0020,b0034,b0059,b0064,b0069,b0076,b0080,b0081,b0097,b0101,b0113,b0118,b0162,b0176,b0189,b0191,b0208,b0313,b0315,b0357,b0382,b0393,b0399,b0400,b0413,b0416,b0464,b0476,b0487,b0506,b0603,b0610,b0619,b0620,b0637,b0659,b0683,b0685,b0687,b0694,b0761,b0796,b0817,b0840,b0846,b0880,b0886,b0889,b0892,b0911,b0912,b0949,b0953,b0956,b0959,b0970,b0990,b0994,b0995,b1013,b1040,b1045,b1071,b1111,b1130,b1183,b1187,b1201,b1221,b1235,b1237,b1282,b1284,b1303,b1304,b1305,b1323,b1334,b1341,b1434,b1439,b1530,b1531,b1618,b1622,b1625,b1642,b1649,b1712,b1716,b1719,b1735,b1787,b1827,b1864,b1886,b1887,b1888,b1892,b1914,b1916,b1922,b1951,b1969,b1976,b1987,b1988,b2009,b2015,b2079,b2105,b2125,b2151,b2156,b2157,b2163,b2185,b2193,b2209,b2213,b2217,b2316,b2369,b2381,b2382,b2399,b2409,b2415,b2437,b2479,b2496,b2520,b2531,b2533,b2535,b2555,b2556,b2561,b2569,b2572,b2573,b2576,b2577,b2597,b2619,b2664,b2667,b2684,b2696,b2697,b2698,b2706,b2707,b2709,b2731,b2733,b2741,b2768,b2805,b2808,b2827,b2830,b2831,b2837,b2869,b2916,b2949,b3010,b3023,b3025,b3053,b3067,b3071,b3075,b3094,b3096,b3105,b3131,b3149,b3162,b3165,b3169,b3181,b3202,b3203,b3204,b3205,b3210,b3226,b3228,b3229,b3231,b3237,b3243,b3252,b3261,b3289,b4550,b3292,b3296,b3306,b3319,b3321,b3341,b3342,b3357,b3405,b3406,b3438,b3461,b3481,b3486,b3516,b3521,b3569,b3590,b3591,b3601,b3604,b3641,b3687,b3702,b3711,b3743,b3755,b4480,b3773,b3781,b3828,b3842,b3848,b3868,b3869,b3905,b3912,b4484,b3929,b3934,b3936,b3938,b3954,b3961,b3963,b3973,b3982,b3984,b3985,b3995,b3996,b4018,b4043,b4046,b4062,b4063,b4113,b4116,b4118,b4124,b4125,b4135,b4147,b4170,b4171,b4172,b4175,b4178,b4187,b4188,b4191,b4241,b4255,b4258,b4259,b4260,b4324,b4355,b4357,b4375,b4391,b4393,b4396,b4398,b4401",0.0425934147258057,0.063156515318475,0.0489269057102416
"GO:0009891","positive regulation of biosynthetic process","GO:0009891","positive regulation of biosynthetic process","BP",80,"80/2622","b0020,b0059,b0069,b0113,b0146,b0162,b0176,b0315,b0382,b0385,b0399,b0487,b0683,b0694,b0796,b0803,b0817,b0846,b0889,b0911,b0995,b1013,b1040,b1130,b1187,b1235,b1303,b1306,b1334,b1434,b1531,b1625,b1642,b1712,b1787,b1892,b1916,b1969,b1988,b2079,b2125,b2213,b2217,b2381,b2569,b2696,b2709,b2731,b2916,b3010,b3025,b3071,b3105,b3162,b3202,b3229,b3237,b3243,b3261,b3292,b3296,b3357,b3405,b3438,b3461,b3486,b3516,b3604,b3743,b3781,b3842,b3905,b3912,b4113,b4116,b4124,b4172,b4258,b4398,b4401",-0.0201895175093461,0.0249612165309697,0.0373043425544105
"GO:0006066","alcohol metabolic process","GO:0006066","alcohol metabolic process","BP",62,"62/2622","b0174,b0356,b0417,b0419,b0420,b0423,b0446,b0507,b0514,b0980,b1106,b1198,b1199,b1200,b1201,b1241,b1542,b2091,b2093,b2095,b2096,b2103,b2104,b2153,b2172,b2239,b2240,b2241,b2242,b2438,b2439,b2440,b2451,b2452,b2454,b2460,b2461,b2533,b2705,b2768,b2799,b2844,b2996,b3187,b3385,b3425,b3426,b3449,b3600,b3919,b3925,b3926,b3945,b3990,b3991,b4407,b3992,b3993,b3994,b4214,b4323,b4394",0.426256648462913,0.374927095710395,0.0619562890615997
"GO:0055082","cellular chemical homeostasis","GO:0055082","cellular chemical homeostasis","BP",35,"35/2622","b0019,b0151,b0152,b0153,b0465,b0490,b0491,b0584,b0585,b0588,b0589,b0592,b0804,b0805,b0812,b0842,b0875,b1019,b1874,b2529,b2556,b2924,b3006,b3070,b3196,b3291,b3336,b3410,b3414,b3724,b3915,b4065,b4115,b4117,b4367",0.300433924918461,0.111198242015694,0.179074977974097
"GO:0008104","protein localization","GO:0008104","protein localization","BP",71,"71/2622","b0106,b0177,b0178,b0407,b0408,b0409,b0436,b0442,b0598,b0627,b0709,b0737,b0738,b0739,b0740,b0891,b1037,b1116,b1117,b1118,b1209,b1243,b1244,b1245,b1246,b1247,b1252,b1329,b1534,b1663,b1879,b1880,b1940,b1942,b1948,b1950,b1985,b2007,b2064,b2182,b2207,b2477,b2512,b2595,b2610,b2617,b2825,b2968,b3005,b3006,b3175,b3300,b3391,b3464,b3496,b3524,b3540,b3541,b3542,b3543,b3544,b3609,b3705,b3836,b3838,b3839,b3981,b4130,b4220,b4221,b4355",0.173291124879729,0.145042006598659,0.110751068664796
"GO:0051703","biological process involved in intraspecies interaction between organisms","GO:0051703","biological process involved in intraspecies interaction between organisms","BP",36,"36/2622","b0385,b0461,b0836,b0853,b0967,b1040,b1042,b1045,b1060,b1110,b1205,b1237,b1333,b1341,b1535,b1625,b1809,b1831,b1953,b2067,b2217,b2296,b2381,b2604,b2708,b2792,b2958,b3024,b3026,b3037,b3049,b3238,b3604,b4110,b4189,b4252",0.303937362175367,0.241030349110267,0.237405847928127
"GO:0042180","cellular ketone metabolic process","GO:0042180","cellular ketone metabolic process","BP",42,"42/2622","b0207,b0212,b0420,b0662,b0927,b0963,b1187,b1200,b1651,b1686,b1967,b2232,b2260,b2261,b2262,b2263,b2264,b2265,b2311,b2553,b2746,b2906,b2907,b3001,b3012,b3042,b3053,b3153,b3157,b3158,b3159,b3187,b3237,b3256,b3833,b3834,b3835,b3843,b3930,b3945,b3963,b4039",0.0356124022974336,0.112195087153056,0.126302663570074
"GO:0031325","positive regulation of cellular metabolic process","GO:0031325","positive regulation of cellular metabolic process","BP",91,"91/2622","b0020,b0059,b0069,b0113,b0162,b0176,b0315,b0382,b0385,b0399,b0487,b0683,b0694,b0796,b0817,b0846,b0889,b0911,b0995,b1013,b1040,b1130,b1187,b1235,b1303,b1334,b1434,b1531,b1625,b1642,b1703,b1712,b1787,b1887,b1892,b1916,b1969,b1988,b2079,b2125,b2213,b2217,b2381,b2415,b2556,b2569,b2696,b2709,b2731,b2830,b2916,b3010,b3025,b3049,b3071,b3105,b3149,b3162,b3202,b3204,b3205,b3209,b3229,b3237,b3243,b3261,b3292,b3296,b3342,b3357,b3405,b3406,b3438,b3461,b3486,b3516,b3604,b3743,b3781,b3842,b3905,b3912,b3995,b4113,b4116,b4124,b4172,b4258,b4259,b4398,b4401",-0.0151892140774809,0.0369027425718101,0.044574015777915
"GO:1901360","organic cyclic compound metabolic process","GO:1901360","organic cyclic compound metabolic process","BP",777,"777/2622","b0008,b0009,b0014,b0020,b0025,b0026,b0030,b0032,b0034,b0048,b0049,b0050,b0052,b0058,b0059,b0060,b0064,b0069,b0076,b0080,b0081,b0082,b0099,b0101,b0103,b0104,b0109,b0113,b0114,b0115,b0116,b0125,b0132,b0142,b0143,b0144,b0145,b0154,b0159,b0160,b0162,b0171,b0176,b0183,b0184,b0185,b0188,b0189,b0194,b0195,b0200,b0207,b0208,b0214,b0231,b0234,b0238,b0242,b0243,b0313,b0315,b0336,b0337,b0357,b0369,b0378,b0382,b0386,b0388,b0393,b0397,b0398,b0399,b0400,b0405,b0406,b0410,b0413,b0414,b0415,b0416,b0417,b0419,b0420,b0422,b0423,b0424,b0428,b0435,b0440,b0442,b0444,b0446,b0452,b0454,b0464,b0467,b0469,b0474,b0475,b0476,b0480,b0481,b0487,b0493,b0505,b0506,b0512,b0515,b0521,b0522,b0523,b0526,b0529,b0578,b0583,b0585,b4511,b0586,b0593,b0594,b0595,b0596,b0597,b0603,b0607,b0610,b0611,b0619,b0620,b0628,b0630,b0636,b0638,b0640,b0651,b0659,b0661,b0675,b0683,b0685,b0687,b0694,b0708,b0714,b0727,b0728,b0750,b0754,b0755,b0760,b0761,b0766,b0767,b0774,b0775,b0778,b0779,b0781,b0782,b0783,b0784,b0785,b0796,b0800,b0807,b0817,b0826,b0827,b0835,b0840,b0844,b0846,b0849,b0876,b0880,b0886,b0889,b0892,b0893,b0907,b0908,b0910,b0911,b0912,b0916,b0918,b0921,b0923,b0924,b0930,b0931,b0945,b0948,b0949,b0956,b0959,b0962,b0967,b0969,b0990,b0994,b0995,b1008,b1013,b1040,b1045,b1055,b1061,b1062,b1066,b1071,b1084,b1086,b1087,b1093,b1096,b1099,b1100,b1106,b1111,b1130,b1131,b1183,b1187,b1201,b1210,b1221,b1232,b1235,b1236,b1237,b1238,b1253,b1260,b1261,b1263,b1269,b1270,b1277,b1281,b1284,b1286,b1303,b1304,b1305,b1323,b1334,b1335,b1340,b1341,b1344,b1406,b1413,b1434,b1435,b1439,b1530,b1531,b1539,b1602,b1606,b1613,b1618,b1619,b1622,b1625,b1633,b1636,b1642,b1649,b1650,b1652,b1662,b1693,b1712,b1719,b1724,b1735,b1740,b1741,b1749,b1759,b1763,b1768,b1779,b1787,b1804,b1805,b1807,b1808,b1812,b1813,b1827,b1835,b1842,b1844,b1848,b1849,b1852,b1860,b1861,b1863,b1864,b1865,b1870,b1871,b1892,b1914,b1916,b1922,b1951,b1960,b1961,b1967,b1969,b1970,b1976,b1987,b1988,b1991,b1992,b1993,b2009,b2011,b2015,b2024,b2028,b2029,b2042,b2065,b2066,b2068,b2079,b2080,b2081,b2097,b2103,b2104,b2105,b2125,b2140,b2143,b2146,b2147,b2151,b2153,b2156,b2157,b2163,b2183,b2184,b2193,b2206,b2212,b2213,b2217,b2231,b2234,b2235,b2255,b2268,b2291,b2296,b2301,b2303,b2311,b2312,b2315,b2316,b2318,b2320,b2329,b2330,b2369,b2381,b2382,b2388,b2399,b2400,b2409,b2411,b2415,b2418,b2436,b2437,b2465,b2467,b2468,b2474,b2476,b2479,b2496,b2498,b2499,b2500,b2501,b2507,b2508,b2509,b2514,b2517,b2518,b2521,b2530,b2531,b2532,b2533,b2535,b2551,b2557,b2559,b2561,b2562,b2564,b2565,b2567,b2572,b2573,b2574,b2575,b2576,b2577,b2580,b2581,b2594,b2599,b2600,b2601,b2607,b2608,b2609,b2615,b2616,b2664,b2667,b2675,b2676,b2684,b2696,b2697,b2698,b2699,b2700,b2706,b2707,b2709,b2731,b2733,b2741,b2744,b2745,b2765,b2768,b2777,b2779,b2780,b2781,b2784,b2785,b2791,b2794,b2798,b2805,b2806,b2808,b2811,b2812,b2819,b2820,b2827,b2830,b2831,b2837,b2866,b2867,b2868,b2869,b2873,b2877,b2881,b2883,b2887,b2892,b2894,b2898,b2900,b2912,b2914,b2916,b2925,b2926,b2927,b2935,b2945,b2946,b2949,b2954,b2955,b2960,b2961,b3010,b3012,b3019,b3023,b3025,b3030,b3034,b3041,b3052,b3056,b3058,b3064,b3066,b3067,b3068,b3071,b3075,b3084,b3085,b3094,b3105,b3131,b3146,b3149,b3153,b3155,b3162,b3164,b3166,b3169,b3176,b3177,b3179,b3180,b3181,b3189,b3202,b3205,b3210,b3226,b3229,b3236,b3237,b3243,b3247,b3248,b3252,b3256,b3260,b3261,b3262,b3281,b3282,b3283,b3288,b3289,b3292,b3295,b3296,b3297,b3306,b3319,b3321,b3342,b3343,b3344,b3345,b3357,b3360,b3368,b3384,b3385,b3386,b3387,b3389,b3391,b3395,b3397,b3399,b3405,b3406,b3407,b3412,b3413,b3438,b3461,b3465,b3470,b3471,b3481,b3497,b3498,b3499,b3516,b3521,b3549,b3559,b3560,b3569,b3591,b3592,b3601,b3604,b3606,b3610,b3612,b3619,b3634,b3635,b3639,b3640,b3641,b3642,b3643,b3647,b3648,b3649,b3650,b3651,b3652,b3665,b3699,b3700,b3701,b3702,b3704,b3706,b3708,b3711,b3729,b3730,b3731,b3733,b3734,b3735,b3736,b3737,b3738,b3740,b3741,b3743,b3755,b4480,b3773,b3779,b3780,b3781,b3783,b3788,b3802,b3804,b3805,b3806,b3811,b3812,b3813,b3822,b3828,b3829,b3831,b3832,b4483,b3842,b3845,b3850,b3856,b3857,b3863,b3867,b3868,b3869,b3887,b3888,b3895,b3905,b3912,b3916,b3919,b3929,b3934,b3935,b3938,b3941,b3954,b3961,b3962,b3963,b3965,b3973,b3974,b3982,b3984,b3987,b3988,b3990,b3991,b4407,b3992,b3993,b3994,b3995,b3996,b3997,b3998,b4000,b4005,b4006,b4018,b4019,b4022,b4025,b4043,b4046,b4049,b4052,b4054,b4058,b4059,b4062,b4063,b4113,b4116,b4118,b4124,b4125,b4135,b4155,b4162,b4166,b4167,b4168,b4170,b4171,b4172,b4177,b4178,b4179,b4180,b4187,b4191,b4192,b4196,b4197,b4198,b4201,b4213,b4214,b4237,b4238,b4241,b4244,b4245,b4255,b4258,b4259,b4260,b4324,b4357,b4361,b4362,b4371,b4372,b4378,b4381,b4382,b4383,b4384,b4389,b4390,b4393,b4394,b4395,b4396,b4398,b4401,b4403",0.0540131149453824,0.0220485105935047,0.0321976729707241
"GO:0140694","non-membrane-bounded organelle assembly","GO:0140694","non-membrane-bounded organelle assembly","BP",72,"72/2622","b0023,b0169,b0637,b0797,b0853,b0911,b0949,b1070,b1072,b1081,b1089,b1343,b1535,b1716,b1879,b1880,b1892,b1925,b1926,b1939,b1943,b1950,b2185,b2511,b2566,b2576,b2594,b2606,b2608,b2609,b2910,b2959,b3065,b3162,b3165,b3170,b3179,b3180,b3183,b3185,b3294,b3296,b3297,b3302,b3303,b3305,b3306,b3307,b3308,b3309,b3311,b3312,b3313,b3314,b3315,b3316,b3317,b3318,b3319,b3320,b3341,b3352,b3636,b3637,b3871,b3983,b3984,b4151,b4152,b4153,b4154,b4161",0.258392182033403,0.220782727678003,0.058749429769691
"GO:0005886","plasma membrane","GO:0005886","plasma membrane","CC",782,"782/2622","b0010,b0014,b0019,b0027,b0040,b0046,b0047,b0055,b0065,b0066,b0067,b0083,b0084,b0087,b0089,b0090,b0093,b0094,b0106,b0112,b0116,b0124,b0128,b0143,b0149,b0151,b0153,b0155,b0157,b0175,b0176,b0182,b0197,b0198,b0199,b0211,b0227,b0238,b0311,b0317,b0321,b0328,b0336,b0367,b0376,b0379,b0380,b0385,b0396,b0400,b0401,b0402,b0407,b0408,b0409,b0418,b0427,b0428,b0429,b0430,b0431,b0432,b0433,b0434,b0441,b0449,b0451,b0453,b0457,b0458,b0462,b0463,b0465,b0468,b0473,b0478,b0484,b0486,b0488,b0489,b0490,b0491,b0496,b0513,b0524,b0527,b0570,b0576,b0580,b0583,b0586,b0588,b0589,b0591,b0595,b0598,b0619,b0624,b0627,b0632,b0633,b0634,b0635,b0653,b0654,b0657,b0658,b0679,b0682,b0696,b0697,b0699,b0709,b0715,b0721,b0722,b0723,b0724,b0733,b0734,b4515,b0736,b0737,b0738,b0739,b0751,b0752,b0760,b0762,b0764,b0765,b0786,b0788,b0789,b0791,b0792,b0793,b0794,b0795,b0806,b0809,b0810,b0813,b0815,b0818,b0829,b0830,b0831,b0832,b0839,b0842,b0845,b0847,b0855,b0857,b0858,b0862,b0869,b0871,b0874,b0875,b0879,b0886,b0887,b0896,b0898,b0906,b0909,b0914,b0920,b0932,b0933,b0945,b0949,b0950,b0951,b0960,b0961,b0970,b0974,b0993,b0996,b1015,b1033,b1036,b1037,b1040,b1053,b1057,b1063,b1084,b1097,b1110,b1116,b1117,b1118,b1124,b1125,b1126,b1129,b1132,b1174,b1175,b1185,b1186,b1189,b1195,b1213,b1216,b1227,b1242,b1243,b1244,b1245,b1246,b1247,b1249,b1252,b1254,b1255,b1272,b1278,b1279,b1280,b1283,b1290,b1293,b1294,b1304,b1305,b1306,b1307,b1329,b1332,b1341,b1342,b1381,b1414,b1431,b1445,b1453,b1534,b1535,b1582,b1590,b1591,b1599,b1600,b1602,b1609,b1626,b1627,b1628,b1631,b1643,b1644,b1657,b1663,b1670,b1688,b1708,b1709,b1728,b1729,b1739,b1752,b1755,b1758,b1766,b1789,b1791,b1795,b1798,b1805,b1806,b1816,b1817,b1818,b1819,b1820,b1821,b1825,b1828,b1829,b1830,b1833,b1834,b1840,b1855,b1856,b1858,b1859,b1869,b1873,b1879,b1880,b1881,b1883,b1884,b1886,b1887,b1888,b1889,b1890,b1900,b1907,b1912,b1917,b1918,b1928,b1938,b1939,b1942,b1945,b1947,b1948,b1950,b1958,b1959,b1968,b1972,b1985,b1992,b2008,b2010,b2014,b2063,b2064,b2067,b2075,b2076,b2077,b2078,b2095,b2106,b2123,b2126,b4542,b2129,b2130,b2135,b2136,b2141,b2142,b2144,b2148,b2149,b2152,b2156,b2158,b2167,b2169,b2174,b2176,b2177,b2178,b2179,b2180,b2182,b2195,b2197,b2198,b2199,b2200,b2201,b2202,b2205,b2210,b2211,b2214,b2216,b2240,b2241,b2242,b2254,b4544,b2258,b2266,b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2285,b2286,b2287,b2288,b2292,b2295,b2298,b2306,b2307,b2308,b2313,b2314,b2317,b2321,b2322,b2327,b2376,b2377,b2378,b2380,b2389,b2392,b2393,b2410,b2412,b2413,b2417,b2422,b2423,b2424,b2429,b2433,b2452,b2469,b2470,b4547,b2475,b2493,b2496,b2497,b2501,b2502,b2504,b2505,b2513,b2516,b2519,b2520,b2534,b2536,b2543,b2546,b2556,b2560,b2566,b2568,b2569,b2570,b2572,b2578,b2585,b2604,b2611,b4461,b2660,b2663,b2666,b2668,b2670,b2672,b2677,b2678,b2679,b2682,b2683,b2685,b2686,b2689,b2703,b2720,b2722,b2723,b2726,b2742,b2748,b2749,b2775,b2786,b2789,b2793,b2796,b2807,b2809,b2823,b2825,b2826,b2828,b2832,b2833,b2835,b2836,b2841,b2872,b2896,b2899,b2910,b2922,b2923,b2924,b2933,b2943,b2952,b2964,b2966,b2968,b2972,b4466,b2994,b2995,b2996,b2997,b3002,b3005,b3006,b3009,b3018,b3019,b3026,b3040,b3041,b3050,b3055,b3057,b3059,b3072,b3078,b3088,b3089,b3090,b3093,b3096,b3098,b3099,b3101,b3103,b3116,b3132,b3151,b3161,b3163,b3175,b3178,b3182,b3184,b3193,b3194,b3195,b3196,b3199,b3201,b3208,b3210,b3224,b3234,b3235,b3240,b3241,b3242,b4472,b3247,b3249,b3250,b3251,b3252,b3257,b3258,b3263,b3266,b3267,b3290,b3291,b3300,b3350,b3351,b3358,b3364,b3367,b3369,b3388,b3398,b3402,b3404,b3415,b3424,b3426,b3434,b4476,b3450,b3451,b3452,b3454,b3455,b3456,b3457,b3461,b3462,b3463,b3464,b3466,b3467,b3468,b3469,b3471,b3473,b3474,b3476,b3477,b3478,b3479,b3480,b3486,b3487,b3494,b3496,b3508,b3511,b3514,b3518,b3522,b3523,b3524,b3528,b3529,b3539,b3540,b3541,b3542,b3543,b3544,b3546,b3547,b3552,b3553,b4553,b3562,b3567,b3568,b3597,b3598,b3599,b3603,b3605,b3611,b3613,b3646,b3653,b3654,b3655,b3660,b4555,b3662,b3666,b3667,b3675,b3676,b3685,b3702,b3705,b3706,b3710,b3714,b3724,b3725,b3726,b3727,b3728,b3731,b3733,b3734,b3735,b3736,b3737,b3738,b3747,b3749,b3750,b3754,b3784,b3785,b3792,b3793,b3795,b3802,b3803,b4558,b3816,b3819,b3823,b3824,b3825,b3827,b3832,b3835,b3836,b3838,b3839,b3843,b3849,b3850,b3862,b3886,b3892,b3893,b3907,b3909,b3911,b3915,b3918,b3921,b3927,b3930,b3933,b3943,b3949,b3950,b3953,b3964,b3981,b4003,b4020,b4027,b4029,b4030,b4032,b4033,b4034,b4035,b4042,b4044,b4050,b4065,b4067,b4068,b4072,b4073,b4074,b4075,b4076,b4077,b4111,b4112,b4115,b4121,b4123,b4125,b4130,b4136,b4138,b4140,b4141,b4410,b4411,b4148,b4151,b4152,b4153,b4154,b4156,b4159,b4160,b4174,b4175,b4176,b4189,b4193,b4206,b4208,b4210,b4214,b4218,b4221,b4230,b4231,b4242,b4261,b4262,b4329,b4332,b4336,b4355,b4363,b4364,b4367,b4568,b4387,b4390,b4399",0.177725099520385,0.101244566388636,0.128311041154024
